"","week","season","Team","Opponent","home_or_away","id","Team_conference","Team_division","Opponent_conference","Opponent_division","Team_points","Opponent_points","Bovada_over_under","DraftKings_over_under","William Hill (New Jersey)_over_under","ESPN Bet_over_under","Team_Last_Week_time_of_poss_total","Team_Last_Week_pass_comps","Team_Last_Week_pass_atts","Team_Last_Week_net_pass_yds","Team_Last_Week_pass_TDs","Team_Last_Week_interceptions","Team_Last_Week_rush_atts","Team_Last_Week_rush_yds","Team_Last_Week_rush_TDs","Team_Last_Week_total_yds","Team_Last_Week_fumbles_lost","Team_Last_Week_turnovers","Team_Last_Week_first_downs","Team_Last_Week_third_downs","Team_Last_Week_third_down_convs","Team_Last_Week_fourth_down_convs","Team_Last_Week_fourth_downs","Team_Last_Week_penalties","Team_Last_Week_penalty_yds","Team_szn_Average_time_of_poss_total","Team_szn_Average_pass_comps","Team_szn_Average_pass_atts","Team_szn_Average_net_pass_yds","Team_szn_Average_pass_TDs","Team_szn_Average_interceptions","Team_szn_Average_rush_atts","Team_szn_Average_rush_yds","Team_szn_Average_rush_TDs","Team_szn_Average_total_yds","Team_szn_Average_fumbles_lost","Team_szn_Average_turnovers","Team_szn_Average_first_downs","Team_szn_Average_third_downs","Team_szn_Average_third_down_convs","Team_szn_Average_fourth_down_convs","Team_szn_Average_fourth_downs","Team_szn_Average_penalties","Team_szn_Average_penalty_yds","Bovada_Bias","DraftKings_Bias","William_Hill_Bias","ESPN_Bias","Avergae_Bias","Team_Last_Week_Points","Team_Last_Week_Bias"
"56",10,2023,"Arizona","UCLA","Home",401524045,"Pac-12","fbs","Pac-12","fbs",27,10,"49.0","50",NA,"49.5",1846,25,32,275,3,1,30,88,0,363,0,1,21,11,5,1,1,4,20,1887.375,25.875,35.5,286,2.5,1,32.625,155.125,1.25,441.125,0.375,1.375,24.125,12.25,5.5,1.25,1.875,7,56.25,-12,-13,NA,-12.5,-12.5,27,-6.16666666666667
"57",11,2023,"Arizona","Colorado","Away",401524052,"Pac-12","fbs","Pac-12","fbs",34,31,"55.5",NA,NA,"55.5",2114,25,33,300,3,1,35,129,0,429,0,1,23,16,11,0,0,3,25,1912.55555555556,25.7777777777778,35.2222222222222,287.555555555556,2.55555555555556,1,32.8888888888889,152.222222222222,1.11111111111111,439.777777777778,0.333333333333333,1.33333333333333,24,12.6666666666667,6.11111111111111,1.11111111111111,1.66666666666667,6.55555555555556,52.7777777777778,9.5,NA,NA,9.5,9.5,27,-12.5
"58",12,2023,"Arizona","Utah","Home",401524058,"Pac-12","fbs","Pac-12","fbs",42,18,"47.0","44.5",NA,"45.5",1692,21,35,214,2,0,27,207,2,421,0,0,22,12,4,0,0,8,87,1890.5,25.3,35.2,280.2,2.5,0.9,32.3,157.7,1.2,437.9,0.3,1.2,23.8,12.6,5.9,1,1.5,6.7,56.2,13,15.5,NA,14.5,14.3333333333333,34,9.5
"59",13,2023,"Arizona","Arizona State","Away",401524064,"Pac-12","fbs","Pac-12","fbs",59,23,"50.0",NA,NA,"48.5",1466,25,33,325,4,0,24,118,1,443,0,0,21,11,7,0,0,5,22,1851.90909090909,25.2727272727273,35,284.272727272727,2.63636363636364,0.818181818181818,31.5454545454545,154.090909090909,1.18181818181818,438.363636363636,0.272727272727273,1.09090909090909,23.5454545454545,12.4545454545455,6,0.909090909090909,1.36363636363636,6.54545454545455,53.0909090909091,32,NA,NA,33.5,32.75,42,14.3333333333333
"60",2,2023,"Arizona State","Oklahoma State","Home",401523998,"Pac-12","fbs","Big 12","fbs",15,27,"53.5","53.5","53.5",NA,1752,18,31,236,2,0,34,135,1,371,0,0,19,14,4,1,1,9,100,1752,18,31,236,2,0,34,135,1,371,0,0,19,14,4,1,1,9,100,-11.5,-11.5,-11.5,NA,-11.5,NA,NA
"61",3,2023,"Arizona State","Fresno State","Home",401524005,"Pac-12","fbs","Mountain West","fbs",0,29,"48.0",NA,"48",NA,1723,16,29,167,1,1,34,110,1,277,0,1,15,14,6,1,5,4,30,1737.5,17,30,201.5,1.5,0.5,34,122.5,1,324,0,0.5,17,14,5,1,3,6.5,65,-19,NA,-19,NA,-19,15,-11.5
"62",4,2023,"Arizona State","USC","Home",401524014,"Pac-12","fbs","Pac-12","fbs",28,42,"62.0","62","62",NA,1374,17,37,188,0,5,27,42,0,230,3,8,15,14,5,0,1,2,30,1616.33333333333,17,32.3333333333333,197,1,2,31.6666666666667,95.6666666666667,0.666666666666667,292.666666666667,1,3,16.3333333333333,14,5,0.666666666666667,2.33333333333333,5,53.3333333333333,8,8,8,NA,8,0,-19
"63",5,2023,"Arizona State","California","Away",401524022,"Pac-12","fbs","Pac-12","fbs",21,24,"49.5","47.5","47.5",NA,1908,23,39,263,2,1,32,90,1,353,1,2,21,16,6,3,4,4,26,1689.25,18.5,34,213.5,1.25,1.75,31.75,94.25,0.75,307.75,1,2.75,17.5,14.5,5.25,1.25,2.75,4.75,46.5,-4.5,-2.5,-2.5,NA,-3.16666666666667,28,8
"64",6,2023,"Arizona State","Colorado","Home",401524026,"Pac-12","fbs","Pac-12","fbs",24,27,"58.5","60","58",NA,1818,27,43,362,0,1,29,68,2,430,1,2,17,15,2,2,5,5,35,1715,20.2,35.8,243.2,1,1.6,31.2,89,1,332.2,1,2.6,17.4,14.6,4.6,1.4,3.2,4.8,44.2,-7.5,-9,-7,NA,-7.83333333333333,21,-3.16666666666667
"65",8,2023,"Arizona State","Washington","Away",401524038,"Pac-12","fbs","Pac-12","fbs",7,15,"60.0","60","59.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1777.16666666667,22.1666666666667,38.1666666666667,258.5,1,1.33333333333333,30.8333333333333,83.6666666666667,1.16666666666667,342.166666666667,0.833333333333333,2.16666666666667,18.6666666666667,15,4.83333333333333,1.66666666666667,3.16666666666667,5.5,51.5,-38,-38,-37.5,NA,-37.8333333333333,24,-7.83333333333333
"66",9,2023,"Arizona State","Washington State","Home",401524040,"Pac-12","fbs","Pac-12","fbs",38,27,"48.5","51","49",NA,2249,26,47,196,0,1,31,145,1,341,0,1,20,17,5,2,6,7,71,1844.57142857143,22.7142857142857,39.4285714285714,249.571428571429,0.857142857142857,1.28571428571429,30.8571428571429,92.4285714285714,1.14285714285714,342,0.714285714285714,2,18.8571428571429,15.2857142857143,4.85714285714286,1.71428571428571,3.57142857142857,5.71428571428571,54.2857142857143,16.5,14,16,NA,15.5,7,-37.8333333333333
"67",10,2023,"Arizona State","Utah","Away",401524049,"Pac-12","fbs","Pac-12","fbs",3,55,"39.0","40.5",NA,"37.5",1847,19,26,274,0,0,39,235,5,509,0,0,25,11,8,0,0,9,72,1844.875,22.25,37.75,252.625,0.75,1.125,31.875,110.25,1.625,362.875,0.625,1.75,19.625,14.75,5.25,1.5,3.125,6.125,56.5,19,17.5,NA,20.5,19,38,15.5
"68",11,2023,"Arizona State","UCLA","Away",401524055,"Pac-12","fbs","Pac-12","fbs",17,7,"45.5",NA,NA,"45.5",1407,8,29,40,0,1,29,43,0,83,0,1,6,16,1,1,4,6,57,1796.22222222222,20.6666666666667,36.7777777777778,229,0.666666666666667,1.11111111111111,31.5555555555556,102.777777777778,1.44444444444444,331.777777777778,0.555555555555556,1.66666666666667,18.1111111111111,14.8888888888889,4.77777777777778,1.44444444444444,3.22222222222222,6.11111111111111,56.5555555555556,-21.5,NA,NA,-21.5,-21.5,3,19
"69",12,2023,"Arizona State","Oregon","Home",401524059,"Pac-12","fbs","Pac-12","fbs",13,49,"53.5","54",NA,"52.5",2214,22,39,176,1,1,30,74,1,250,0,1,21,15,4,1,2,7,46,1838,20.8,37,223.7,0.7,1.1,31.4,99.9,1.4,323.6,0.5,1.6,18.4,14.9,4.7,1.4,3.1,6.2,55.5,8.5,8,NA,9.5,8.66666666666667,17,-21.5
"70",13,2023,"Arizona State","Arizona","Home",401524064,"Pac-12","fbs","Pac-12","fbs",23,59,"50.0",NA,NA,"48.5",1622,25,47,205,0,1,18,111,1,316,0,1,20,14,3,4,5,4,37,1818.36363636364,21.1818181818182,37.9090909090909,222,0.636363636363636,1.09090909090909,30.1818181818182,100.909090909091,1.36363636363636,322.909090909091,0.454545454545455,1.54545454545455,18.5454545454545,14.8181818181818,4.54545454545455,1.63636363636364,3.27272727272727,6,53.8181818181818,32,NA,NA,33.5,32.75,13,8.66666666666667
"71",2,2023,"Arkansas","Kent State","Home",401520184,"SEC","fbs","Mid-American","fbs",28,6,"57.5","58","57.5",NA,1757,20,25,274,4,0,36,105,3,379,0,0,21,13,6,2,2,7,86,1757,20,25,274,4,0,36,105,3,379,0,0,21,13,6,2,2,7,86,-23.5,-24,-23.5,NA,-23.6666666666667,NA,NA
"72",3,2023,"Arkansas","BYU","Home",401520220,"SEC","fbs","Big 12","fbs",31,38,"47.5",NA,"48",NA,1936,13,19,136,2,0,45,172,1,308,0,0,19,14,9,1,2,4,34,1846.5,16.5,22,205,3,0,40.5,138.5,2,343.5,0,0,20,13.5,7.5,1.5,2,5.5,60,21.5,NA,21,NA,21.25,28,-23.6666666666667
"73",4,2023,"Arkansas","LSU","Away",401520258,"SEC","fbs","SEC","fbs",31,34,"56.0","55","55",NA,2110,24,35,247,1,1,39,177,2,424,1,2,21,13,2,1,2,14,125,1934.33333333333,19,26.3333333333333,219,2.33333333333333,0.333333333333333,40,151.333333333333,2,370.333333333333,0.333333333333333,0.666666666666667,20.3333333333333,13.3333333333333,5.66666666666667,1.33333333333333,2,8.33333333333333,81.6666666666667,9,10,10,NA,9.66666666666667,31,21.25
"74",5,2023,"Arkansas","Texas A&M","Home",401520279,"SEC","fbs","SEC","fbs",22,34,"54.5","54","53.5",NA,2062,21,31,289,3,2,37,137,0,426,0,2,25,13,8,1,1,11,69,1966.25,19.5,27.5,236.5,2.5,0.75,39.25,147.75,1.5,384.25,0.25,1,21.5,13.25,6.25,1.25,1.75,9,78.5,1.5,2,2.5,NA,2,31,9.66666666666667
"75",6,2023,"Arkansas","Ole Miss","Away",401520308,"SEC","fbs","SEC","fbs",20,27,"62.0","62.5","61.5",NA,1767,9,17,132,1,1,39,42,0,174,0,1,10,15,5,0,1,0,0,1926.4,17.4,25.4,215.6,2.2,0.8,39.2,126.6,1.2,342.2,0.2,1,19.2,13.6,6,1,1.6,7.2,62.8,-15,-15.5,-14.5,NA,-15,22,2
"76",7,2023,"Arkansas","Alabama","Away",401520316,"SEC","fbs","SEC","fbs",21,24,"45.5","46.5","45",NA,1952,25,39,250,2,2,29,36,0,286,0,2,17,16,7,1,1,10,70,1930.66666666667,18.6666666666667,27.6666666666667,221.333333333333,2.16666666666667,1,37.5,111.5,1,332.833333333333,0.166666666666667,1.16666666666667,18.8333333333333,14,6.16666666666667,1,1.5,7.66666666666667,64,-0.5,-1.5,0,NA,-0.666666666666667,20,-15
"77",8,2023,"Arkansas","Mississippi State","Home",401520334,"SEC","fbs","SEC","fbs",3,7,"45.5","46.5","46",NA,1811,14,24,150,2,0,36,100,0,250,0,0,13,14,4,0,0,2,13,1913.57142857143,18,27.1428571428571,211.142857142857,2.14285714285714,0.857142857142857,37.2857142857143,109.857142857143,0.857142857142857,321,0.142857142857143,1,18,14,5.85714285714286,0.857142857142857,1.28571428571429,6.85714285714286,56.7142857142857,-35.5,-36.5,-36,NA,-36,21,-0.666666666666667
"78",10,2023,"Arkansas","Florida","Away",401520363,"SEC","fbs","SEC","fbs",39,36,"49.0","50",NA,"49.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,18.125,27.625,196.875,1.875,0.875,37.25,109,0.75,305.875,0.25,1.125,17.25,14.375,5.75,0.875,1.625,6.625,57.125,26,25,NA,25.5,25.5,3,-36
"79",11,2023,"Arkansas","Auburn","Home",401520380,"SEC","fbs","SEC","fbs",10,48,"47.0","50.5",NA,"46.5",1786,20,31,255,2,1,47,226,1,481,1,2,23,18,8,0,0,6,45,1896.22222222222,18.3333333333333,28,203.333333333333,1.88888888888889,0.888888888888889,38.3333333333333,122,0.777777777777778,325.333333333333,0.333333333333333,1.22222222222222,17.8888888888889,14.7777777777778,6,0.777777777777778,1.44444444444444,6.55555555555556,55.7777777777778,11,7.5,NA,11.5,10,39,25.5
"80",12,2023,"Arkansas","Florida International","Home",401520402,"SEC","fbs","Conference USA","fbs",44,20,"49.5","52",NA,"49.5",1305,12,20,135,1,0,32,120,0,255,2,2,10,12,1,1,1,4,35,1837.1,17.7,27.2,196.5,1.8,0.8,37.7,121.8,0.7,318.3,0.5,1.3,17.1,14.5,5.5,0.8,1.4,6.3,53.7,14.5,12,NA,14.5,13.6666666666667,10,10
"81",13,2023,"Arkansas","Missouri","Home",401520426,"SEC","fbs","SEC","fbs",14,48,"53.5",NA,NA,"53.5",2032,16,29,187,3,0,54,323,1,510,0,0,24,15,6,1,1,6,70,1854.81818181818,17.5454545454545,27.3636363636364,195.636363636364,1.90909090909091,0.727272727272727,39.1818181818182,140.090909090909,0.727272727272727,335.727272727273,0.454545454545455,1.18181818181818,17.7272727272727,14.5454545454545,5.54545454545455,0.818181818181818,1.36363636363636,6.27272727272727,55.1818181818182,8.5,NA,NA,8.5,8.5,44,13.6666666666667
"82",2,2023,"Arkansas State","Memphis","Home",401531427,"Sun Belt","fbs","American Athletic","fbs",3,37,"57.5","57.5","57",NA,1384,13,27,160,0,0,23,48,0,208,1,1,10,12,2,0,1,14,111,1384,13,27,160,0,0,23,48,0,208,1,1,10,12,2,0,1,14,111,-17.5,-17.5,-17,NA,-17.3333333333333,NA,NA
"83",3,2023,"Arkansas State","Stony Brook","Home",401531846,"Sun Belt","fbs","CAA","fcs",31,7,NA,NA,"47.5",NA,1468,22,41,166,0,2,30,64,0,230,2,4,18,14,3,1,3,3,40,1426,17.5,34,163,0,1,26.5,56,0,219,1.5,2.5,14,13,2.5,0.5,2,8.5,75.5,NA,NA,-9.5,NA,-9.5,3,-17.3333333333333
"84",4,2023,"Arkansas State","Southern Miss","Home",401531874,"Sun Belt","fbs","Sun Belt","fbs",44,37,"46.5","49","46.5",NA,1680,11,23,140,1,0,46,345,3,485,0,0,24,14,7,1,1,4,40,1510.66666666667,15.3333333333333,30.3333333333333,155.333333333333,0.333333333333333,0.666666666666667,33,152.333333333333,1,307.666666666667,1,1.66666666666667,17.3333333333333,13.3333333333333,4,0.666666666666667,1.66666666666667,7,63.6666666666667,34.5,32,34.5,NA,33.6666666666667,31,-9.5
"85",5,2023,"Arkansas State","Massachusetts","Away",401526836,"Sun Belt","fbs","FBS Independents","fbs",52,28,"55.0","55","55.5",NA,1772,11,21,233,3,1,44,192,2,425,0,1,18,14,7,0,0,3,15,1576,14.25,28,174.75,1,0.75,35.75,162.25,1.25,337,0.75,1.5,17.5,13.5,4.75,0.5,1.25,6,51.5,25,25,24.5,NA,24.8333333333333,44,33.6666666666667
"86",6,2023,"Arkansas State","Troy","Away",401531887,"Sun Belt","fbs","Sun Belt","fbs",3,37,"52.5","52","52",NA,1798,20,25,383,6,0,40,173,1,556,0,0,32,10,6,0,1,10,104,1620.4,15.4,27.4,216.4,2,0.6,36.6,164.4,1.2,380.8,0.6,1.2,20.4,12.8,5,0.4,1.2,6.8,62,-12.5,-12,-12,NA,-12.1666666666667,52,24.8333333333333
"87",8,2023,"Arkansas State","Coastal Carolina","Home",401531896,"Sun Belt","fbs","Sun Belt","fbs",17,27,"59.5","59.5","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1609.66666666667,15.3333333333333,27.3333333333333,206.333333333333,1.66666666666667,0.5,35.8333333333333,144.833333333333,1,351.166666666667,0.5,1,18.8333333333333,13.3333333333333,4.83333333333333,0.5,1.66666666666667,6,55.3333333333333,-15.5,-15.5,-15,NA,-15.3333333333333,3,-12.1666666666667
"88",9,2023,"Arkansas State","UL Monroe","Away",401531901,"Sun Belt","fbs","Sun Belt","fbs",34,24,"55.5","56.5","55",NA,1402,19,35,306,2,2,24,116,0,422,0,2,17,11,2,0,1,9,103,1580,15.8571428571429,28.4285714285714,220.571428571429,1.71428571428571,0.714285714285714,34.1428571428571,140.714285714286,0.857142857142857,361.285714285714,0.428571428571429,1.14285714285714,18.5714285714286,13,4.42857142857143,0.428571428571429,1.57142857142857,6.42857142857143,62.1428571428571,2.5,1.5,3,NA,2.33333333333333,17,-15.3333333333333
"89",10,2023,"Arkansas State","Louisiana","Home",401531908,"Sun Belt","fbs","Sun Belt","fbs",37,17,"59.5","60",NA,"59.5",1597,15,30,298,1,1,36,159,3,457,0,1,21,13,4,0,0,3,40,1582.125,15.75,28.625,230.25,1.625,0.75,34.375,143,1.125,373.25,0.375,1.125,18.875,13,4.375,0.375,1.375,6,59.375,-5.5,-6,NA,-5.5,-5.66666666666667,34,2.33333333333333
"90",11,2023,"Arkansas State","South Alabama","Away",401531916,"Sun Belt","fbs","Sun Belt","fbs",14,21,"55.5",NA,NA,"54.5",2093,18,28,194,0,0,52,232,3,426,0,0,26,16,9,1,1,7,78,1638.88888888889,16,28.5555555555556,226.222222222222,1.44444444444444,0.666666666666667,36.3333333333333,152.888888888889,1.33333333333333,379.111111111111,0.333333333333333,1,19.6666666666667,13.3333333333333,4.88888888888889,0.444444444444444,1.33333333333333,6.11111111111111,61.4444444444444,-20.5,NA,NA,-19.5,-20,37,-5.66666666666667
"91",12,2023,"Arkansas State","Texas State","Home",401531919,"Sun Belt","fbs","Sun Belt","fbs",77,31,"59.5","59.5",NA,NA,1628,15,28,186,1,1,36,116,0,302,0,1,19,13,2,1,3,3,15,1637.8,15.9,28.5,222.2,1.4,0.7,36.3,149.2,1.2,371.4,0.3,1,19.6,13.3,4.6,0.5,1.5,5.8,56.8,48.5,48.5,NA,NA,48.5,14,-20
"92",13,2023,"Arkansas State","Marshall","Away",401531924,"Sun Belt","fbs","Sun Belt","fbs",21,35,"52.0","54",NA,"52.5",1566,14,17,196,0,0,40,291,7,487,0,0,23,8,4,2,2,9,87,1631.27272727273,15.7272727272727,27.4545454545455,219.818181818182,1.27272727272727,0.636363636363636,36.6363636363636,162.090909090909,1.72727272727273,381.909090909091,0.272727272727273,0.909090909090909,19.9090909090909,12.8181818181818,4.54545454545455,0.636363636363636,1.54545454545455,6.09090909090909,59.5454545454545,4,2,NA,3.5,3.16666666666667,77,48.5
"93",2,2023,"Army","Delaware State","Home",401520185,"FBS Independents","fbs","MEAC","fcs",57,0,NA,"44","44",NA,2143,6,12,107,0,2,50,172,0,279,3,5,14,15,6,0,0,3,35,2143,6,12,107,0,2,50,172,0,279,3,5,14,15,6,0,0,3,35,NA,13,13,NA,13,NA,NA
"94",3,2023,"Army","UTSA","Away",401531396,"FBS Independents","fbs","American Athletic","fbs",37,29,"41.5",NA,"42",NA,1701,11,15,238,3,0,43,287,5,525,1,1,23,7,2,4,4,4,50,1922,8.5,13.5,172.5,1.5,1,46.5,229.5,2.5,402,2,3,18.5,11,4,2,2,3.5,42.5,24.5,NA,24,NA,24.25,57,13
"95",4,2023,"Army","Syracuse","Away",401520268,"FBS Independents","fbs","ACC","fbs",16,29,"50.5","49.5","50.5",NA,2665,8,18,188,1,0,65,254,3,442,0,0,23,20,8,6,6,0,0,2169.66666666667,8.33333333333333,15,177.666666666667,1.33333333333333,0.666666666666667,52.6666666666667,237.666666666667,2.66666666666667,415.333333333333,1.33333333333333,2,20,14,5.33333333333333,3.33333333333333,3.33333333333333,2.33333333333333,28.3333333333333,-5.5,-4.5,-5.5,NA,-5.16666666666667,37,24.25
"96",6,2023,"Army","Boston College","Home",401520298,"FBS Independents","fbs","ACC","fbs",24,27,"47.0","50","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2127.25,8.5,16.5,169.5,1.25,1,51,209.5,2.25,379,1,2,19,14.75,5.5,3.25,3.5,2,23.75,4,1,4,NA,3,16,-5.16666666666667
"97",7,2023,"Army","Troy","Home",401520317,"FBS Independents","fbs","Sun Belt","fbs",0,19,"42.0","42.5","41.5",NA,1530,10,13,105,1,0,33,161,2,266,1,1,12,10,3,0,0,6,30,2007.8,8.8,15.8,156.6,1.2,0.8,47.4,199.8,2.2,356.4,1,1.8,17.6,13.8,5,2.6,2.8,2.8,25,-23,-23.5,-22.5,NA,-23,24,3
"98",8,2023,"Army","LSU","Away",401520339,"FBS Independents","fbs","SEC","fbs",0,62,"60.5","60","60",NA,1792,9,18,78,0,1,51,177,0,255,3,4,17,13,2,1,5,5,31,1971.83333333333,8.83333333333333,16.1666666666667,143.5,1,0.833333333333333,48,196,1.83333333333333,339.5,1.33333333333333,2.16666666666667,17.5,13.6666666666667,4.5,2.33333333333333,3.16666666666667,3.16666666666667,26,1.5,2,2,NA,1.83333333333333,0,-23
"99",9,2023,"Army","Massachusetts","Home",401520349,"FBS Independents","fbs","FBS Independents","fbs",14,21,"49.0","48","49.5",NA,1909,6,15,42,0,3,43,151,0,193,1,4,12,11,4,0,3,0,0,1962.85714285714,8.42857142857143,16,129,0.857142857142857,1.14285714285714,47.2857142857143,189.571428571429,1.57142857142857,318.571428571429,1.28571428571429,2.42857142857143,16.7142857142857,13.2857142857143,4.42857142857143,2,3.14285714285714,2.71428571428571,22.2857142857143,-14,-13,-14.5,NA,-13.8333333333333,0,1.83333333333333
"100",10,2023,"Army","Air Force","Away",401520361,"FBS Independents","fbs","Mountain West","fbs",23,3,"32.0","32",NA,"32.5",1703,9,21,158,0,2,42,204,2,362,1,3,19,12,6,2,4,1,12,1930.375,8.5,16.625,132.625,0.75,1.25,46.625,191.375,1.625,324,1.25,2.5,17,13.125,4.625,2,3.25,2.5,21,-6,-6,NA,-6.5,-6.16666666666667,14,-13.8333333333333
"101",11,2023,"Army","Holy Cross","Home",401520381,"FBS Independents","fbs","Patriot","fcs",17,14,NA,NA,NA,"55.5",1929,4,9,40,0,0,51,213,2,253,0,0,11,14,4,1,2,11,119,1930.22222222222,8,15.7777777777778,122.333333333333,0.666666666666667,1.11111111111111,47.1111111111111,193.777777777778,1.66666666666667,316.111111111111,1.11111111111111,2.22222222222222,16.3333333333333,13.2222222222222,4.55555555555556,1.88888888888889,3.11111111111111,3.44444444444444,31.8888888888889,NA,NA,NA,-24.5,-24.5,23,-6.16666666666667
"102",12,2023,"Army","Coastal Carolina","Home",401520403,"FBS Independents","fbs","Sun Belt","fbs",28,21,"40.5",NA,NA,"40.5",1658,4,6,79,0,0,41,190,1,269,0,0,11,12,5,2,3,6,68,1903,7.6,14.8,118,0.6,1,46.5,193.4,1.6,311.4,1,2,15.8,13.1,4.6,1.9,3.1,3.7,35.5,8.5,NA,NA,8.5,8.5,17,-24.5
"103",15,2023,"Army","Navy","Home",401520445,"FBS Independents","fbs","American Athletic","fbs",17,11,"28.0","28",NA,"28.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947.36363636364,6.90909090909091,13.6363636363636,107.272727272727,0.545454545454545,1,47.9090909090909,209,1.72727272727273,316.272727272727,1,2,16.3636363636364,12.9090909090909,4.90909090909091,1.72727272727273,2.90909090909091,3.81818181818182,37.2727272727273,0,0,NA,-0.5,-0.166666666666667,28,8.5
"104",2,2023,"Auburn","California","Away",401520186,"SEC","fbs","Pac-12","fbs",14,10,"55.5","55.5","55.5",NA,1835,14,25,203,1,0,44,289,6,492,0,0,27,10,6,0,1,4,40,1835,14,25,203,1,0,44,289,6,492,0,0,27,10,6,0,1,4,40,-31.5,-31.5,-31.5,NA,-31.5,NA,NA
"105",3,2023,"Auburn","Samford","Home",401520221,"SEC","fbs","Southern","fcs",45,13,NA,NA,"62",NA,1512,10,17,94,2,1,38,136,0,230,3,4,12,12,4,0,1,7,56,1673.5,12,21,148.5,1.5,0.5,41,212.5,3,361,1.5,2,19.5,11,5,0,1,5.5,48,NA,NA,-4,NA,-4,14,-31.5
"106",4,2023,"Auburn","Texas A&M","Away",401520270,"SEC","fbs","SEC","fbs",10,27,"51.5","51","51",NA,2008,27,36,340,2,2,43,222,4,562,1,3,26,14,7,2,3,5,45,1785,17,26,212.333333333333,1.66666666666667,1,41.6666666666667,215.666666666667,3.33333333333333,428,1.33333333333333,2.33333333333333,21.6666666666667,12,5.66666666666667,0.666666666666667,1.66666666666667,5.33333333333333,47,-14.5,-14,-14,NA,-14.1666666666667,45,-4
"107",5,2023,"Auburn","Georgia","Home",401520280,"SEC","fbs","SEC","fbs",20,27,"47.0","45.5","44.5",NA,1935,9,23,56,0,0,41,144,0,200,0,0,14,15,3,1,2,10,64,1822.5,15,25.25,173.25,1.25,0.75,41.5,197.75,2.5,371,1,1.75,19.75,12.75,5,0.75,1.75,6.5,51.25,0,1.5,2.5,NA,1.33333333333333,10,-14.1666666666667
"108",7,2023,"Auburn","LSU","Away",401520319,"SEC","fbs","SEC","fbs",18,48,"60.0","60.5","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1819.8,14.2,24.2,156.2,1,0.8,41.8,202,2.4,358.2,0.8,1.6,19.2,12.6,4.4,0.8,2,5.4,42,6,5.5,6,NA,5.83333333333333,20,1.33333333333333
"109",8,2023,"Auburn","Ole Miss","Home",401520335,"SEC","fbs","SEC","fbs",21,28,"55.5","55.5","55.5",NA,1547,15,27,154,1,0,34,139,1,293,0,0,18,12,3,1,2,5,42,1774.33333333333,14.3333333333333,24.6666666666667,155.833333333333,1,0.666666666666667,40.5,191.5,2.16666666666667,347.333333333333,0.666666666666667,1.33333333333333,19,12.5,4.16666666666667,0.833333333333333,2,5.33333333333333,42,-6.5,-6.5,-6.5,NA,-6.5,18,5.83333333333333
"110",9,2023,"Auburn","Mississippi State","Home",401520350,"SEC","fbs","SEC","fbs",27,13,"40.0","41.5","40",NA,1555,12,17,122,1,2,39,153,2,275,0,2,10,14,4,2,3,7,57,1743,14,23.5714285714286,151,1,0.857142857142857,40.2857142857143,186,2.14285714285714,337,0.571428571428571,1.42857142857143,17.7142857142857,12.7142857142857,4.14285714285714,1,2.14285714285714,5.57142857142857,44.1428571428571,0,-1.5,0,NA,-0.5,21,-6.5
"111",10,2023,"Auburn","Vanderbilt","Away",401520379,"SEC","fbs","SEC","fbs",31,15,"50.0","49",NA,NA,1756,20,26,230,3,0,36,186,0,416,0,0,21,11,4,0,0,7,52,1744.625,14.75,23.875,160.875,1.25,0.75,39.75,186,1.875,346.875,0.5,1.25,18.125,12.5,4.125,0.875,1.875,5.75,45.125,-4,-3,NA,NA,-3.5,27,-0.5
"112",11,2023,"Auburn","Arkansas","Away",401520380,"SEC","fbs","SEC","fbs",48,10,"47.0","50.5",NA,"46.5",1599,17,27,194,2,1,37,230,2,424,0,1,14,15,4,1,1,5,60,1728.44444444444,15,24.2222222222222,164.555555555556,1.33333333333333,0.777777777777778,39.4444444444444,190.888888888889,1.88888888888889,355.444444444444,0.444444444444444,1.22222222222222,17.6666666666667,12.7777777777778,4.11111111111111,0.888888888888889,1.77777777777778,5.66666666666667,46.7777777777778,11,7.5,NA,11.5,10,31,-3.5
"113",12,2023,"Auburn","New Mexico State","Home",401520404,"SEC","fbs","Conference USA","fbs",10,31,"48.0","48.5",NA,"48.5",2295,12,21,163,3,2,55,354,2,517,0,2,32,12,7,1,2,2,10,1785.1,14.7,23.9,164.4,1.5,0.9,41,207.2,1.9,371.6,0.4,1.3,19.1,12.7,4.4,0.9,1.8,5.3,43.1,-7,-7.5,NA,-7.5,-7.33333333333333,48,10
